1,0,2,0,1,0,1
2,0,2,0,1,-1,1
2,1,2,0,1,-1,1
3,0,2,0,1,-1,1
3,1,2,0,1,-1,1
3,2,2,0,1,-1,1
4,0,2,0,1,-1,1
4,1,2,0,1,-1,1
4,2,2,0,1,0,1
4,3,2,0,1,0,1
5,0,2,0,1,0,1
5,1,2,0,1,0,1
5,2,2,0,1,-1,1
5,3,2,0,1,-1,1
5,4,2,0,1,-1,1
6,1,2,0,1,0,1
6,2,2,0,1,-1,1
6,3,2,0,1,-1,1
6,4,2,0,1,-1,1
6,5,2,0,1,0,1
7,0,3,0,1,2,-1,1,-1
7,2,3,0,1,2,0,1,-1
7,3,3,0,1,2,-1,1,-1
7,4,3,0,1,2,0,1,-1
7,5,3,0,1,2,-1,1,-1
7,6,3,0,1,2,-1,1,-1
8,3,2,0,1,0,1
8,4,2,0,1,0,1
8,5,2,0,1,-1,1
8,6,2,0,1,-1,1
8,7,2,0,1,-1,2
9,0,2,0,1,-1,1
9,1,2,0,1,-1,1
9,4,2,0,1,0,1
9,5,2,0,1,-1,1
9,6,2,0,1,-1,1
9,7,2,0,1,0,1
9,8,2,0,1,0,1
10,0,3,0,1,2,0,-1,1
10,5,3,0,1,2,0,-1,1
10,6,3,0,1,2,0,-1,1
10,7,3,0,1,2,-1,-1,2
10,8,3,0,1,2,-1,-1,1
10,9,3,0,1,2,-1,-1,1
11,0,2,0,1,0,1
11,6,2,0,1,0,1
11,7,2,0,1,-1,2
11,8,2,0,1,-1,1
11,9,2,0,1,-1,1
11,10,2,0,1,0,2
12,7,2,0,1,-1,2
12,8,2,0,1,-1,1
12,9,2,0,1,-1,1
12,10,2,0,1,0,2
12,11,2,0,1,0,1
13,0,2,0,1,0,1
13,5,2,0,1,0,1
13,8,2,0,1,-1,1
13,9,2,0,1,-1,1
13,10,2,0,1,0,2
13,11,2,0,1,0,1
13,12,2,0,1,0,1
14,0,2,0,1,0,1
14,7,2,0,1,-1,2
14,9,2,0,1,-1,1
14,10,2,0,1,0,2
14,11,2,0,1,0,1
14,12,2,0,1,0,1
14,13,2,0,1,0,1
15,0,2,0,1,0,1
15,6,2,0,1,0,1
15,10,2,0,1,0,2
15,11,2,0,1,0,1
15,12,2,0,1,0,1
15,13,2,0,1,0,1
15,14,2,0,1,0,1
16,11,2,0,1,0,1
16,12,2,0,1,0,1
16,13,2,0,1,0,1
16,14,2,0,1,0,1
16,15,2,0,1,0,-1
17,16,2,0,1,0,1
18,17,2,0,1,0,-1
19,18,2,0,1,0,1
20,18,3,0,1,2,0,1,-1
20,19,3,0,1,2,0,-1,1
21,18,2,0,1,0,1
21,19,2,0,1,0,-1
21,20,2,0,1,-1,1
22,17,2,0,1,0,-1
22,18,2,0,1,0,1
22,19,2,0,1,0,1
22,20,2,0,1,0,1
22,21,2,0,1,0,1
23,17,2,0,1,0,-1
23,18,2,0,1,0,1
23,19,2,0,1,0,1
23,20,2,0,1,0,1
23,21,2,0,1,0,1
23,22,2,0,1,0,1
24,18,3,0,1,2,0,1,-1
24,19,3,0,1,2,0,1,-1
24,21,3,0,1,2,0,-1,-1
24,22,3,0,1,2,0,1,-1
24,23,3,0,1,2,0,1,-1
25,20,3,0,1,2,0,1,-1
25,21,3,0,1,2,0,1,-1
25,22,3,0,1,2,0,1,-1
25,23,3,0,1,2,0,1,-1
25,24,3,0,1,2,0,1,-1
26,21,3,0,1,2,0,-1,-1
26,22,3,0,1,2,0,1,-1
26,23,3,0,1,2,0,1,-1
26,24,3,0,1,2,0,-1,-1
26,25,3,0,1,2,0,1,2
27,22,2,0,1,0,-1
27,23,2,0,1,0,-1
27,24,2,0,1,0,1
27,25,2,0,1,0,1
27,26,2,0,1,0,1
28,17,3,0,1,2,0,-1,-1
28,21,3,0,1,2,0,1,-1
28,23,3,0,1,2,0,-1,-1
28,24,3,0,1,2,0,1,2
28,25,3,0,1,2,0,1,-1
28,26,3,0,1,2,0,1,-1
28,27,3,0,1,2,0,1,-1
29,17,3,0,1,2,0,-1,-1
29,22,3,0,1,2,0,1,-1
29,23,3,0,1,2,0,1,-1
29,24,3,0,1,2,0,1,2
29,25,3,0,1,2,0,1,-1
29,26,3,0,1,2,0,1,-1
29,27,3,0,1,2,0,1,-1
29,28,3,0,1,2,0,1,2
30,25,3,0,1,2,0,1,2
30,26,3,0,1,2,0,1,2
30,27,3,0,1,2,0,1,-1
30,28,3,0,1,2,0,1,-1
30,29,3,0,1,2,0,1,-1
31,26,3,0,1,2,0,1,-1
31,27,3,0,1,2,0,1,-1
31,28,3,0,1,2,0,1,2
31,29,3,0,1,2,0,1,2
31,30,3,0,1,2,0,1,-1
32,17,3,0,1,2,0,-1,-1
32,24,3,0,1,2,0,-1,-1
32,25,3,0,1,2,0,-1,-1
32,27,3,0,1,2,0,1,-1
32,28,3,0,1,2,0,1,2
32,29,3,0,1,2,0,1,2
32,30,3,0,1,2,0,1,-1
32,31,3,0,1,2,0,1,2
33,28,3,0,1,2,0,1,2
33,29,3,0,1,2,0,1,2
33,30,3,0,1,2,0,1,-1
33,31,3,0,1,2,0,1,2
33,32,3,0,1,2,0,1,2
34,29,3,0,1,2,0,1,2
34,30,3,0,1,2,0,1,-1
34,31,3,0,1,2,0,1,2
34,32,3,0,1,2,0,1,2
34,33,3,0,1,2,0,1,2
35,30,4,0,1,2,3,0,1,-1,2
35,31,4,0,1,2,3,0,1,2,-1
35,32,4,0,1,2,3,0,1,2,-1
35,33,4,0,1,2,3,0,1,2,-1
35,34,4,0,1,2,3,0,1,2,-1
36,31,3,0,1,2,0,1,2
36,32,3,0,1,2,0,1,2
36,33,3,0,1,2,0,1,2
36,34,3,0,1,2,0,1,2
36,35,3,0,1,2,0,1,2
37,32,3,0,1,2,0,1,2
37,33,3,0,1,2,0,1,2
37,34,3,0,1,2,0,1,2
37,35,3,0,1,2,0,1,2
37,36,3,0,1,2,0,1,2
38,33,4,0,1,2,3,0,1,2,-1
38,34,4,0,1,2,3,0,1,2,-1
38,35,4,0,1,2,3,0,1,2,3
38,36,4,0,1,2,3,0,1,2,-1
38,37,4,0,1,2,3,0,1,2,-1
39,32,5,0,1,2,3,4,-1,0,-1,2,-1
39,33,5,0,1,2,3,4,-1,0,1,2,-1
39,34,5,0,1,2,3,4,-1,0,1,2,-1
39,35,5,0,1,2,3,4,-1,0,1,2,3
39,36,5,0,1,2,3,4,-1,0,1,2,-1
39,37,5,0,1,2,3,4,-1,0,1,2,-1
39,38,5,0,1,2,3,4,-1,0,1,2,3
40,35,4,0,1,2,3,-1,0,1,2
40,36,4,0,1,2,3,-1,0,1,2
40,37,4,0,1,2,3,-1,0,1,2
40,38,4,0,1,2,3,-1,0,1,2
40,39,4,0,1,2,3,0,1,2,3
41,33,5,0,1,2,3,4,-1,-1,1,-1,-1
41,36,5,0,1,2,3,4,-1,0,1,-1,-1
41,37,5,0,1,2,3,4,-1,0,1,-1,-1
41,38,5,0,1,2,3,4,-1,0,1,2,3
41,39,5,0,1,2,3,4,0,1,2,-1,4
41,40,5,0,1,2,3,4,0,1,2,-1,-1
42,34,5,0,1,2,3,4,-1,-1,1,-1,-1
42,36,5,0,1,2,3,4,-1,0,1,2,-1
42,37,5,0,1,2,3,4,-1,0,1,2,-1
42,38,5,0,1,2,3,4,-1,0,1,2,3
42,39,5,0,1,2,3,4,0,1,2,3,4
42,40,5,0,1,2,3,4,0,1,2,3,-1
42,41,5,0,1,2,3,4,0,1,2,3,4
43,36,5,0,1,2,3,4,-1,0,1,2,-1
43,37,5,0,1,2,3,4,-1,0,1,2,-1
43,38,5,0,1,2,3,4,-1,0,1,2,3
43,39,5,0,1,2,3,4,0,1,2,3,4
43,40,5,0,1,2,3,4,0,1,2,3,-1
43,41,5,0,1,2,3,4,0,1,2,3,4
43,42,5,0,1,2,3,4,0,1,2,3,-1
44,36,5,0,1,2,3,4,-1,0,-1,-1,-1
44,37,5,0,1,2,3,4,-1,0,1,2,-1
44,38,5,0,1,2,3,4,-1,0,1,2,3
44,39,5,0,1,2,3,4,0,1,2,3,4
44,40,5,0,1,2,3,4,0,1,2,3,-1
44,41,5,0,1,2,3,4,0,1,2,3,4
44,42,5,0,1,2,3,4,0,1,2,3,-1
44,43,5,0,1,2,3,4,0,1,2,3,4
45,38,4,0,1,2,3,-1,0,2,3
45,39,4,0,1,2,3,0,1,3,4
45,40,4,0,1,2,3,0,1,3,-1
45,41,4,0,1,2,3,0,1,3,4
45,42,4,0,1,2,3,0,1,3,4
45,43,4,0,1,2,3,0,1,3,4
45,44,4,0,1,2,3,0,1,3,4
46,38,1,0,0
46,41,1,0,1
46,42,1,0,1
46,43,1,0,1
46,44,1,0,1
46,45,1,0,1
47,40,1,0,1
47,42,1,0,1
47,43,1,0,1
47,44,1,0,1
47,45,1,0,1
47,46,1,0,0
48,40,1,0,1
48,41,1,0,1
48,42,1,0,1
48,43,1,0,1
48,44,1,0,1
48,45,1,0,1
48,46,1,0,0
48,47,1,0,0
49,42,1,0,1
49,43,1,0,1
49,44,1,0,1
49,45,1,0,1
49,46,1,0,0
49,47,1,0,0
49,48,1,0,0
50,43,1,0,1
50,45,1,0,1
50,46,1,0,0
50,47,1,0,0
50,48,1,0,0
50,49,1,0,0
51,35,3,0,1,2,-1,-1,3
51,41,3,0,1,2,-1,-1,4
52,45,2,0,1,-1,1
52,46,2,0,1,-1,0
52,47,2,0,1,-1,0
52,48,2,0,1,-1,0
52,49,2,0,1,-1,0
52,50,2,0,1,-1,0
52,51,2,0,1,0,-1
53,46,1,0,0
53,47,1,0,0
53,48,1,0,0
53,49,1,0,0
53,50,1,0,0
53,52,1,0,1
54,47,2,0,1,-1,0
54,48,2,0,1,-1,0
54,49,2,0,1,-1,0
54,50,2,0,1,-1,0
54,51,2,0,1,0,-1
54,52,2,0,1,0,1
54,53,2,0,1,-1,0
55,47,1,0,0
55,49,1,0,0
55,50,1,0,0
55,52,1,0,1
55,53,1,0,0
55,54,1,0,1
56,45,1,0,1
56,50,1,0,0
56,52,1,0,1
56,53,1,0,0
56,54,1,0,1
56,55,1,0,0
57,45,2,0,1,-1,1
57,50,2,0,1,-1,0
57,52,2,0,1,0,1
57,53,2,0,1,-1,0
57,54,2,0,1,0,1
57,55,2,0,1,-1,0
57,56,2,0,1,-1,0
58,46,1,0,0
58,52,1,0,1
58,53,1,0,0
58,54,1,0,1
58,55,1,0,0
58,56,1,0,0
58,57,1,0,1
59,45,2,0,1,-1,1
59,52,2,0,1,0,1
59,54,2,0,1,0,1
59,55,2,0,1,-1,0
59,56,2,0,1,-1,0
59,57,2,0,1,0,1
59,58,2,0,1,-1,0
60,55,2,0,1,-1,0
60,56,2,0,1,-1,0
60,57,2,0,1,0,1
60,58,2,0,1,-1,0
60,59,2,0,1,0,1
61,45,2,0,1,-1,1
61,48,2,0,1,-1,0
61,52,2,0,1,0,1
61,56,2,0,1,-1,0
61,57,2,0,1,0,1
61,58,2,0,1,-1,0
61,59,2,0,1,0,1
61,60,2,0,1,0,1
62,45,1,0,1
62,48,1,0,0
62,52,1,0,1
62,54,1,0,1
62,55,1,0,0
62,56,1,0,0
62,57,1,0,1
62,58,1,0,0
62,59,1,0,1
62,60,1,0,1
62,61,1,0,1
63,45,2,0,1,-1,1
63,46,2,0,1,-1,0
63,49,2,0,1,-1,0
63,52,2,0,1,0,1
63,53,2,0,1,-1,0
63,54,2,0,1,0,1
63,55,2,0,1,-1,0
63,58,2,0,1,-1,0
63,59,2,0,1,0,1
63,60,2,0,1,0,1
63,61,2,0,1,0,1
63,62,2,0,1,-1,0
64,46,2,0,1,-1,0
64,47,2,0,1,-1,0
64,48,2,0,1,-1,0
64,49,2,0,1,-1,0
64,50,2,0,1,-1,0
64,52,2,0,1,0,1
64,55,2,0,1,-1,0
64,56,2,0,1,-1,0
64,57,2,0,1,0,1
64,59,2,0,1,0,1
64,60,2,0,1,0,1
64,61,2,0,1,0,1
64,62,2,0,1,-1,0
64,63,2,0,1,0,1
65,45,2,0,1,-1,1
65,46,2,0,1,-1,0
65,47,2,0,1,-1,0
65,48,2,0,1,-1,0
65,49,2,0,1,-1,0
65,50,2,0,1,-1,0
65,51,2,0,1,0,-1
65,54,2,0,1,0,1
65,56,2,0,1,-1,0
65,57,2,0,1,0,1
65,59,2,0,1,0,1
65,60,2,0,1,0,1
65,61,2,0,1,0,1
65,62,2,0,1,-1,0
65,63,2,0,1,0,1
65,64,2,0,1,0,1
66,45,2,0,1,-1,1
66,47,2,0,1,-1,0
66,50,2,0,1,-1,0
66,51,2,0,1,0,-1
66,53,2,0,1,-1,0
66,54,2,0,1,0,1
66,56,2,0,1,-1,0
66,57,2,0,1,0,1
66,61,2,0,1,0,1
66,62,2,0,1,-1,0
66,63,2,0,1,0,1
66,64,2,0,1,0,1
66,65,2,0,1,0,1
67,45,2,0,1,-1,1
67,46,2,0,1,-1,0
67,47,2,0,1,-1,0
67,48,2,0,1,-1,0
67,49,2,0,1,-1,0
67,50,2,0,1,-1,0
67,51,2,0,1,0,-1
67,52,2,0,1,0,1
67,53,2,0,1,-1,0
67,54,2,0,1,0,1
67,55,2,0,1,-1,0
67,56,2,0,1,-1,0
67,57,2,0,1,0,1
67,58,2,0,1,-1,0
67,59,2,0,1,0,1
67,60,2,0,1,0,1
67,61,2,0,1,0,1
67,62,2,0,1,-1,0
67,63,2,0,1,0,1
